,player,season,as,played_for,pos_1,pos_2,all_nba_team_label,2p,3p,ft,trb,ast,stl,blk,2p%,ws,ortg,per,blk%,usg%
174,Dillon Brooks,2022-23,0,1,F,G,NA,3.4,2.0,1.6,3.3,2.6,0.9,0.2,45.1,1.6,102,9.4,0.7,21.8
175,Jaylen Brown,2022-23,1,1,F,G,second,7.7,2.4,3.9,6.9,3.5,1.1,0.4,57.599999999999994,5.0,110,19.1,0.9,31.4
176,Troy Brown Jr.,2022-23,0,1,G,F,NA,1.2,1.4,0.4,4.1,1.3,0.8,0.2,50.5,2.9,113,9.6,0.7,12.1
177,Jalen Brunson,2022-23,0,1,G,NA,NA,6.7,2.0,4.8,3.5,6.2,0.9,0.2,51.9,8.7,125,21.2,0.6,27.2
178,Reggie Bullock,2022-23,0,1,G,F,NA,0.5,1.9,0.3,3.6,1.4,0.7,0.2,56.2,2.8,116,7.7,0.5,10.0
179,Jimmy Butler,2022-23,0,1,F,G,second,6.9,0.6,7.4,5.9,5.3,1.8,0.3,56.39999999999999,12.3,135,27.6,1.0,25.6
180,Kentavious Caldwell-Pope,2022-23,0,1,G,NA,NA,2.1,1.8,1.4,2.7,2.4,1.5,0.5,50.2,4.5,117,11.5,1.3,14.1
181,Clint Capela,2022-23,0,1,C,NA,NA,5.4,0.0,1.2,11.0,0.9,0.7,1.2,65.4,7.2,136,22.1,3.9,15.7
182,Jevon Carter,2022-23,0,1,G,NA,NA,1.2,1.8,0.4,2.5,2.4,0.8,0.4,42.5,3.5,113,10.9,1.3,15.3
183,Wendell Carter Jr.,2022-23,0,1,C,NA,NA,4.2,1.4,2.5,8.7,2.3,0.5,0.6,62.4,4.6,119,17.3,1.9,20.5
184,Alex Caruso,2022-23,0,1,G,NA,NA,1.1,0.8,0.9,2.9,2.9,1.5,0.7,55.60000000000001,3.6,115,11.5,2.8,11.1
185,Jordan Clarkson,2022-23,0,1,G,NA,NA,5.0,2.5,3.3,4.0,4.4,0.5,0.2,53.0,1.7,109,14.7,0.6,27.8
186,Nic Claxton,2022-23,0,1,C,NA,NA,5.4,0.0,1.8,9.2,1.9,0.9,2.5,70.8,9.2,132,20.8,7.1,15.4
187,John Collins,2022-23,0,1,F,NA,NA,4.1,1.0,2.0,6.5,1.2,0.6,1.0,61.9,4.2,117,13.6,2.9,17.1
188,Mike Conley,2022-23,0,2,G,NA,NA,1.9,2.0,2.1,2.7,6.7,1.1,0.2,48.6,5.5,125,14.7,0.6,16.3
189,Torrey Craig,2022-23,0,1,G,F,NA,1.6,1.3,0.4,5.4,1.5,0.6,0.8,51.800000000000004,4.0,116,11.6,2.9,13.0
190,Stephen Curry,2022-23,1,1,G,NA,second,5.1,4.9,4.6,6.1,6.3,0.9,0.4,57.9,7.8,123,24.1,0.9,31.0
191,Anthony Davis,2022-23,0,1,F,C,NA,9.3,0.3,6.2,12.5,2.6,1.1,2.0,58.9,9.0,124,27.8,5.1,28.4
192,DeMar DeRozan,2022-23,1,1,G,F,NA,8.3,0.6,6.2,4.6,5.1,1.1,0.5,52.6,8.5,119,20.6,1.3,27.8
193,Spencer Dinwiddie,2022-23,0,2,G,NA,NA,3.5,2.3,3.4,3.4,6.5,0.8,0.3,49.8,6.3,118,16.0,0.8,22.1
194,Donte DiVincenzo,2022-23,0,1,G,NA,NA,1.2,2.1,0.8,4.5,3.5,1.3,0.1,52.5,4.2,117,12.8,0.5,15.1
195,Luka Dončić,2022-23,1,1,G,F,first,8.1,2.8,7.8,8.6,8.0,1.4,0.5,58.8,10.2,120,28.7,1.2,37.6
196,Luguentz Dort,2022-23,0,1,G,NA,NA,2.8,1.8,2.7,4.6,2.1,1.0,0.3,44.0,2.9,109,11.3,0.9,19.8
197,Ayo Dosunmu,2022-23,0,1,G,NA,NA,2.8,0.7,0.8,2.8,2.6,0.8,0.3,58.3,2.9,109,10.2,1.2,14.9
198,Kevin Durant,2022-23,1,2,F,G,NA,8.3,2.0,6.5,6.7,5.0,0.7,1.4,61.7,6.8,123,25.9,3.4,30.7
199,Anthony Edwards,2022-23,1,1,G,F,NA,6.3,2.7,4.0,5.8,4.4,1.6,0.7,51.300000000000004,3.8,106,17.4,1.8,29.9
200,Joel Embiid,2022-23,1,1,C,NA,first,10.0,1.0,10.0,10.2,4.2,1.0,1.7,58.699999999999996,12.3,124,31.4,4.6,37.0
201,Dorian Finney-Smith,2022-23,0,2,F,NA,NA,1.2,1.7,0.7,4.8,1.5,0.8,0.5,50.3,2.1,109,9.2,1.6,13.2
202,De'Aaron Fox,2022-23,1,1,G,NA,third,7.7,1.6,4.7,4.2,6.1,1.1,0.3,58.4,7.4,119,21.8,0.8,30.1
203,Markelle Fultz,2022-23,0,1,G,NA,NA,5.4,0.5,1.9,3.9,5.7,1.5,0.4,54.400000000000006,3.7,113,16.6,1.4,21.3
204,Daniel Gafford,2022-23,0,1,C,F,NA,3.7,0.0,1.6,5.6,1.1,0.4,1.3,73.2,6.1,135,19.7,5.2,15.2
205,Darius Garland,2022-23,0,1,G,NA,NA,5.1,2.4,4.0,2.7,7.8,1.2,0.1,49.2,7.6,118,18.8,0.3,26.9
206,Paul George,2022-23,1,1,F,G,NA,5.4,2.8,4.6,6.1,5.1,1.5,0.4,52.1,4.6,113,19.6,0.9,29.5
207,Josh Giddey,2022-23,0,1,G,NA,NA,6.1,1.0,1.4,7.9,6.2,0.8,0.4,52.400000000000006,4.0,109,17.1,1.2,24.6
208,Shai Gilgeous-Alexander,2022-23,1,1,G,NA,first,9.5,0.9,9.8,4.8,5.5,1.6,1.0,53.300000000000004,11.4,125,27.2,2.5,32.8
209,Rudy Gobert,2022-23,0,1,C,NA,NA,5.1,0.0,3.1,11.6,1.2,0.8,1.4,66.3,7.8,127,18.9,3.9,16.3
210,Aaron Gordon,2022-23,0,1,F,NA,NA,5.4,0.9,2.8,6.6,3.0,0.8,0.8,62.8,6.8,124,19.5,2.2,21.1
211,Eric Gordon,2022-23,0,2,G,F,NA,2.3,1.9,2.1,1.9,2.7,0.6,0.4,53.5,2.3,115,11.8,1.2,17.8
212,Jerami Grant,2022-23,0,1,F,NA,NA,4.6,2.3,4.4,4.5,2.4,0.8,0.8,52.300000000000004,4.1,117,16.0,2.1,22.8
213,Draymond Green,2022-23,0,1,F,NA,NA,2.9,0.5,1.1,7.2,6.8,1.0,0.8,61.199999999999996,4.7,114,12.2,2.3,13.2
214,Jalen Green,2022-23,0,1,G,NA,NA,5.0,2.5,4.8,3.7,3.7,0.8,0.2,47.099999999999994,1.8,109,14.5,0.7,28.1
215,Quentin Grimes,2022-23,0,1,G,NA,NA,1.8,2.2,1.1,3.2,2.1,0.7,0.4,64.1,4.8,125,11.7,1.2,14.4
216,Tyrese Haliburton,2022-23,1,1,G,NA,NA,4.5,2.9,3.1,3.7,10.4,1.6,0.4,57.199999999999996,7.6,129,23.6,1.1,23.8
217,Tim Hardaway Jr.,2022-23,0,1,G,NA,NA,1.8,3.0,1.8,3.5,1.8,0.7,0.2,43.1,2.3,110,12.1,0.5,20.6
218,James Harden,2022-23,0,1,G,NA,NA,3.6,2.8,5.4,6.1,10.7,1.2,0.5,49.5,8.4,123,21.6,1.4,25.0
219,Gary Harris,2022-23,0,1,G,NA,NA,0.9,2.0,0.6,2.0,1.2,0.9,0.3,49.4,2.3,122,10.5,1.0,12.6
220,Tobias Harris,2022-23,0,1,F,NA,NA,4.0,1.7,1.5,5.7,2.5,0.9,0.5,56.99999999999999,5.9,118,14.8,1.5,18.2
221,Josh Hart,2022-23,0,2,G,NA,NA,2.8,0.8,1.7,7.8,3.8,1.2,0.3,60.099999999999994,6.0,125,14.1,0.8,12.6
222,Killian Hayes,2022-23,0,1,G,NA,NA,3.0,1.1,1.2,2.9,6.2,1.4,0.4,42.9,-0.5,98,10.2,1.1,20.5
223,Gordon Hayward,2022-23,0,1,F,G,NA,4.5,1.0,2.6,4.3,4.1,0.8,0.2,53.2,2.0,110,13.5,0.7,20.0
224,Tyler Herro,2022-23,0,1,G,NA,NA,4.2,3.0,2.5,5.4,4.2,0.8,0.2,49.7,3.5,109,15.3,0.7,25.6
225,Buddy Hield,2022-23,0,1,G,F,NA,2.3,3.6,1.3,5.0,2.8,1.2,0.3,51.800000000000004,4.4,115,15.4,0.9,20.8
226,Jrue Holiday,2022-23,1,1,G,NA,NA,5.0,2.4,2.3,5.1,7.4,1.2,0.4,54.2,6.7,118,19.2,0.9,25.0
227,Al Horford,2022-23,0,1,C,F,NA,1.3,2.3,0.2,6.2,3.0,0.5,1.0,53.900000000000006,6.3,133,13.8,2.7,11.9
228,Kevin Huerter,2022-23,0,1,G,NA,NA,2.9,2.7,1.3,3.3,2.9,1.1,0.3,60.4,4.9,119,15.2,1.0,19.9
229,De'Andre Hunter,2022-23,0,1,F,NA,NA,4.2,1.5,2.6,4.2,1.4,0.5,0.3,52.1,2.5,112,11.5,0.7,19.7
230,Brandon Ingram,2022-23,0,1,F,NA,NA,7.6,1.4,5.3,5.5,5.8,0.7,0.4,50.7,3.5,112,19.2,1.2,30.8
231,Kyrie Irving,2022-23,1,2,G,NA,NA,6.8,3.1,4.1,5.1,5.5,1.1,0.8,57.4,7.4,121,22.4,1.7,28.9
232,Jaden Ivey,2022-23,0,1,G,NA,NA,3.9,1.6,3.6,3.9,5.2,0.8,0.2,45.7,0.0,103,12.1,0.7,25.4
233,Jaren Jackson Jr.,2022-23,1,1,F,NA,NA,5.0,1.6,3.8,6.8,1.0,1.0,3.0,58.5,6.6,118,21.6,9.6,24.7
234,Reggie Jackson,2022-23,0,2,G,NA,NA,2.5,1.4,1.0,2.1,3.4,0.7,0.1,47.4,0.6,103,10.0,0.3,20.8
235,LeBron James,2022-23,1,1,F,G,third,8.9,2.2,4.6,8.3,6.8,0.9,0.6,57.99999999999999,5.6,114,23.9,1.4,33.3
236,Cameron Johnson,2022-23,0,2,F,NA,NA,2.9,2.5,2.4,4.4,1.9,1.2,0.3,54.800000000000004,3.5,122,17.1,1.0,20.6
237,Keldon Johnson,2022-23,0,1,G,NA,NA,5.9,2.1,3.9,5.0,2.9,0.7,0.2,52.300000000000004,1.3,108,15.3,0.4,27.9
238,Nikola Jokić,2022-23,1,1,C,F,second,8.5,0.8,4.9,11.8,9.8,1.3,0.7,67.5,14.9,134,31.5,1.8,27.2
239,Herbert Jones,2022-23,0,1,F,NA,NA,2.7,0.8,1.9,4.1,2.5,1.6,0.6,53.6,4.2,115,12.1,2.1,14.5
240,Tre Jones,2022-23,0,1,G,NA,NA,4.4,0.7,2.2,3.6,6.6,1.3,0.1,50.6,3.4,117,16.0,0.4,19.3
241,Walker Kessler,2022-23,0,1,C,NA,NA,4.0,0.0,1.1,8.4,0.9,0.4,2.3,72.3,7.1,140,21.5,8.6,13.3
242,Corey Kispert,2022-23,0,1,G,F,NA,1.7,2.2,1.0,2.8,1.2,0.4,0.1,63.7,3.8,124,11.5,0.4,14.1
243,Kyle Kuzma,2022-23,0,1,F,NA,NA,5.5,2.5,2.7,7.2,3.7,0.6,0.5,53.300000000000004,0.9,103,14.3,1.1,27.9
244,Zach LaVine,2022-23,0,1,G,F,NA,6.1,2.6,4.7,4.5,4.2,0.9,0.2,55.60000000000001,7.1,116,19.0,0.6,28.3
245,Kawhi Leonard,2022-23,0,1,F,NA,NA,6.6,2.0,4.7,6.5,3.9,1.4,0.5,55.1,7.1,125,23.9,1.4,27.0
246,Damian Lillard,2022-23,1,1,G,NA,third,5.4,4.2,8.8,4.8,7.3,0.9,0.3,57.4,9.0,126,26.7,0.8,33.8
247,Kevon Looney,2022-23,0,1,F,C,NA,3.0,0.0,1.1,9.3,2.5,0.6,0.6,63.2,8.7,147,17.8,2.2,10.6
248,Brook Lopez,2022-23,0,1,C,NA,NA,4.4,1.7,1.9,6.7,1.3,0.5,2.5,63.7,8.0,122,18.4,6.7,19.3
249,Kyle Lowry,2022-23,0,1,G,NA,NA,1.6,1.9,2.1,4.1,5.1,1.0,0.4,50.9,3.4,114,12.6,1.2,16.7
250,Terance Mann,2022-23,0,1,G,F,NA,2.4,1.0,1.1,3.4,2.3,0.5,0.3,59.8,4.3,123,13.4,1.0,15.3
251,Lauri Markkanen,2022-23,1,1,F,C,NA,5.6,3.0,5.3,8.6,1.9,0.6,0.6,58.5,8.2,125,22.1,1.4,26.6
252,Caleb Martin,2022-23,0,1,F,NA,NA,2.4,1.2,1.3,4.8,1.6,1.0,0.4,54.50000000000001,3.7,113,11.4,1.5,14.4
253,KJ Martin,2022-23,0,1,F,NA,NA,4.2,0.8,1.8,5.5,1.5,0.5,0.4,67.9,4.9,126,15.4,1.3,16.4
254,Tyrese Maxey,2022-23,0,1,G,NA,NA,4.7,2.7,3.0,2.9,3.5,0.8,0.1,51.300000000000004,5.4,120,17.0,0.4,24.1
255,CJ McCollum,2022-23,0,1,G,NA,NA,5.0,2.8,2.4,4.4,5.7,0.9,0.5,46.9,4.3,110,15.6,1.4,26.4
256,Jaden McDaniels,2022-23,0,1,F,NA,NA,3.3,1.4,1.3,3.9,1.9,0.9,1.0,58.8,4.4,115,12.0,2.7,15.8
257,De'Anthony Melton,2022-23,0,1,G,NA,NA,1.6,2.0,0.9,4.1,2.6,1.6,0.5,48.4,4.2,111,12.7,1.8,16.4
258,Donovan Mitchell,2022-23,1,1,G,NA,second,6.4,3.6,4.7,4.3,4.4,1.5,0.4,56.599999999999994,8.9,118,22.9,1.0,32.1
259,Evan Mobley,2022-23,0,1,F,C,NA,6.4,0.3,2.6,9.0,2.8,0.8,1.5,59.5,8.5,117,17.9,4.0,20.2
260,Ja Morant,2022-23,1,1,G,NA,NA,7.8,1.5,6.1,5.9,8.1,1.1,0.3,51.9,6.0,114,23.3,0.7,34.9
261,Marcus Morris,2022-23,0,1,F,NA,NA,2.5,1.7,1.0,4.0,1.8,0.6,0.3,48.4,2.0,108,10.5,1.0,17.6
262,Monte Morris,2022-23,0,1,G,NA,NA,2.7,1.3,1.0,3.4,5.3,0.7,0.2,54.300000000000004,4.2,125,15.0,0.6,15.6
263,Trey Murphy III,2022-23,0,1,F,NA,NA,2.3,2.6,2.2,3.6,1.4,1.1,0.5,61.1,7.6,128,15.2,1.7,16.6
264,Dejounte Murray,2022-23,0,1,G,NA,NA,6.5,1.8,2.1,5.3,6.1,1.5,0.3,51.4,4.7,112,17.0,0.6,24.4
265,Jamal Murray,2022-23,0,1,G,NA,NA,4.6,2.6,2.8,4.0,6.2,1.0,0.2,49.4,5.1,116,18.0,0.7,26.1
266,Keegan Murray,2022-23,0,1,F,NA,NA,1.9,2.6,0.8,4.6,1.2,0.8,0.5,52.7,4.3,119,12.3,1.5,15.8
267,Andrew Nembhard,2022-23,0,1,G,NA,NA,2.6,1.2,0.7,2.7,4.5,0.9,0.2,50.4,1.2,108,10.0,0.5,16.1
268,Aaron Nesmith,2022-23,0,1,G,F,NA,1.9,1.6,1.6,3.8,1.3,0.8,0.5,49.6,2.0,111,10.5,1.6,16.8
269,Jusuf Nurkić,2022-23,0,1,C,NA,NA,4.2,0.8,2.4,9.1,2.9,0.8,0.8,56.699999999999996,2.7,112,17.3,2.8,22.1
270,Isaac Okoro,2022-23,0,1,G,F,NA,1.5,0.8,1.0,2.5,1.1,0.7,0.4,61.7,4.2,123,10.7,1.7,11.9
271,Kelly Olynyk,2022-23,0,1,C,F,NA,2.7,1.4,2.9,6.2,3.7,0.9,0.5,57.599999999999994,4.3,118,14.4,1.6,17.8
272,Royce O'Neale,2022-23,0,1,F,NA,NA,0.9,2.1,0.7,5.1,3.7,0.9,0.6,37.9,2.9,108,9.2,1.7,13.6
273,Kelly Oubre Jr.,2022-23,0,1,F,NA,NA,5.1,2.3,3.3,5.2,1.1,1.4,0.4,51.0,1.7,106,14.8,1.0,26.5
274,Chris Paul,2022-23,0,1,G,NA,NA,3.3,1.7,2.3,4.3,8.9,1.5,0.4,48.199999999999996,6.2,122,17.7,1.0,19.2
275,Mason Plumlee,2022-23,0,2,C,F,NA,4.2,0.0,2.5,8.9,3.1,0.6,0.6,68.0,7.9,134,19.6,2.0,15.2
276,Jakob Poeltl,2022-23,0,2,C,NA,NA,5.4,0.0,1.7,9.1,2.7,0.9,1.2,63.0,6.0,123,21.0,4.0,18.2
277,Jordan Poole,2022-23,0,1,G,NA,NA,4.1,2.6,4.4,2.7,4.5,0.8,0.3,52.400000000000006,3.2,109,14.6,0.8,29.2
278,Kevin Porter Jr.,2022-23,0,1,G,NA,NA,4.2,2.4,3.5,5.3,5.7,1.4,0.3,50.1,2.9,112,16.2,0.8,24.3
279,Michael Porter Jr.,2022-23,0,1,F,NA,NA,3.4,3.0,1.5,5.5,1.0,0.6,0.5,57.9,4.3,118,16.8,1.4,22.7
280,Kristaps Porziņģis,2022-23,0,1,F,C,NA,5.7,2.1,5.4,8.4,2.7,0.9,1.5,55.900000000000006,7.7,121,23.1,4.0,27.4
281,Dwight Powell,2022-23,0,1,F,C,NA,2.6,0.0,1.5,4.1,0.9,0.6,0.3,74.6,5.1,140,15.5,1.6,12.6
282,Julius Randle,2022-23,1,1,F,C,third,5.7,2.8,5.2,10.0,4.1,0.6,0.3,55.300000000000004,8.1,117,20.3,0.7,29.5
283,Mitchell Robinson,2022-23,0,1,C,NA,NA,3.2,0.0,1.0,9.4,0.9,0.9,1.8,67.10000000000001,6.5,142,18.9,6.5,10.1
284,Terry Rozier,2022-23,0,1,G,NA,NA,5.2,2.6,2.8,4.1,5.1,1.2,0.3,48.0,1.7,106,14.7,0.6,26.9
285,D'Angelo Russell,2022-23,0,2,G,NA,NA,3.5,2.7,2.5,3.0,6.2,1.0,0.4,54.800000000000004,5.1,116,16.3,1.1,22.7
286,Domantas Sabonis,2022-23,1,1,C,F,third,6.9,0.4,4.1,12.3,7.3,0.8,0.5,63.9,12.6,132,23.5,1.2,21.3
287,Dennis Schröder,2022-23,0,1,G,NA,NA,3.0,1.1,3.3,2.5,4.5,0.8,0.2,46.1,2.8,112,11.5,0.4,18.6
288,Alperen Şengün,2022-23,0,1,C,F,NA,5.6,0.3,2.7,9.0,3.9,0.9,0.9,56.99999999999999,5.2,118,19.7,3.2,21.4
289,Pascal Siakam,2022-23,1,1,F,C,NA,7.6,1.3,5.2,7.8,5.8,0.9,0.5,52.300000000000004,7.8,118,20.3,1.3,27.2
290,Anfernee Simons,2022-23,0,1,G,NA,NA,4.1,3.4,2.6,2.6,4.1,0.7,0.2,52.800000000000004,2.5,113,14.8,0.6,25.1
291,Marcus Smart,2022-23,0,1,G,NA,NA,2.2,1.9,1.4,3.1,6.3,1.5,0.4,51.9,3.7,111,12.1,1.0,17.8
292,Jabari Smith Jr.,2022-23,0,1,F,NA,NA,3.1,1.5,2.1,7.2,1.3,0.5,0.9,48.699999999999996,1.9,108,11.2,3.0,18.4
293,Jeremy Sochan,2022-23,0,1,F,G,NA,3.9,0.6,1.4,5.3,2.5,0.8,0.4,51.9,0.2,103,11.4,1.3,19.8
294,Isaiah Stewart,2022-23,0,1,F,C,NA,2.6,1.3,2.2,8.1,1.4,0.4,0.7,54.2,2.0,113,13.1,2.1,17.3
295,Jayson Tatum,2022-23,1,1,F,NA,first,6.6,3.2,7.2,8.8,4.6,1.1,0.7,55.800000000000004,10.5,118,23.7,1.6,32.7
296,Klay Thompson,2022-23,0,1,G,F,NA,3.6,4.4,1.7,4.1,2.4,0.7,0.4,47.0,3.1,110,14.7,1.1,26.4
297,Gary Trent Jr.,2022-23,0,1,G,NA,NA,3.6,2.5,2.6,2.6,1.6,1.6,0.2,49.3,4.5,116,15.0,0.6,21.7
298,P.J. Tucker,2022-23,0,1,F,NA,NA,0.5,0.7,0.3,3.9,0.8,0.5,0.2,48.199999999999996,2.5,117,5.7,0.7,6.5
299,Myles Turner,2022-23,0,1,C,F,NA,5.0,1.5,3.5,7.5,1.4,0.6,2.3,63.800000000000004,5.4,121,20.0,6.6,22.0
300,Jonas Valančiūnas,2022-23,0,1,C,NA,NA,5.2,0.5,2.3,10.2,1.8,0.3,0.7,57.699999999999996,5.8,116,19.3,2.5,23.4
301,Jarred Vanderbilt,2022-23,0,2,F,NA,NA,2.8,0.4,1.2,7.5,2.4,1.1,0.3,60.4,5.2,123,15.1,0.9,13.6
302,Fred VanVleet,2022-23,0,1,G,NA,NA,3.3,3.0,3.7,4.1,7.2,1.8,0.6,45.5,6.5,117,17.0,1.5,23.2
303,Nikola Vučević,2022-23,0,1,C,NA,NA,5.8,1.5,1.6,11.0,3.2,0.7,0.7,59.4,8.3,117,19.1,2.0,21.9
304,Franz Wagner,2022-23,0,1,G,F,NA,5.2,1.6,3.4,4.1,3.5,1.0,0.2,54.400000000000006,5.4,115,15.9,0.6,23.5
305,P.J. Washington,2022-23,0,1,F,NA,NA,3.9,2.0,1.7,4.9,2.4,0.9,1.1,51.800000000000004,2.6,107,12.9,2.9,20.6
306,Derrick White,2022-23,0,1,G,NA,NA,2.5,1.8,2.0,3.6,3.9,0.7,0.9,54.800000000000004,7.4,124,15.4,2.8,17.7
307,Andrew Wiggins,2022-23,0,1,F,G,NA,4.4,2.4,1.2,5.0,2.3,1.2,0.8,53.0,2.3,113,14.7,2.1,21.5
308,Jalen Williams,2022-23,0,1,G,NA,NA,4.5,1.0,2.1,4.5,3.3,1.4,0.5,57.9,5.6,118,15.6,1.4,18.4
309,Jaylin Williams,2022-23,0,1,F,NA,NA,1.1,0.9,0.8,4.9,1.6,0.6,0.2,46.300000000000004,1.9,115,11.2,1.2,13.5
310,Patrick Williams,2022-23,0,1,F,NA,NA,2.4,1.4,1.1,4.0,1.2,0.9,0.9,49.8,3.5,108,11.2,2.9,15.7
311,Trae Young,2022-23,0,1,G,NA,NA,6.1,2.1,7.8,3.0,10.2,1.1,0.1,47.599999999999994,6.7,116,22.0,0.3,32.6
312,Ivica Zubac,2022-23,0,1,C,NA,NA,4.3,0.0,2.2,9.9,1.0,0.4,1.3,63.7,6.7,125,16.7,4.0,14.8
313,Steven Adams,2021-22,0,1,C,NA,NA,2.8,0.0,1.4,10.0,3.4,0.9,0.8,54.800000000000004,6.8,125,17.6,2.7,12.0
314,Bam Adebayo,2021-22,0,1,C,F,NA,7.3,0.0,4.6,10.1,3.4,1.4,0.8,56.2,7.2,117,21.8,2.6,25.0
315,Grayson Allen,2021-22,0,1,G,NA,NA,1.5,2.4,1.0,3.4,1.5,0.7,0.3,53.300000000000004,4.2,122,12.7,1.0,15.2
316,Jarrett Allen,2021-22,1,1,C,F,NA,6.6,0.0,2.9,10.8,1.6,0.8,1.3,68.8,8.5,132,23.0,3.7,18.1
317,Giannis Antetokounmpo,2021-22,1,1,F,G,first,9.2,1.1,8.3,11.6,5.8,1.1,1.4,61.6,12.9,124,32.1,4.0,34.9
318,Cole Anthony,2021-22,0,1,G,NA,NA,3.5,2.0,3.3,5.4,5.7,0.7,0.3,43.2,1.6,103,13.5,0.8,25.1
319,OG Anunoby,2021-22,0,1,F,NA,NA,4.0,2.4,1.9,5.5,2.6,1.5,0.5,51.1,3.7,112,14.8,1.4,20.5
320,Deandre Ayton,2021-22,0,1,C,NA,NA,7.5,0.1,1.8,10.2,1.4,0.7,0.7,64.2,7.3,124,21.9,2.1,21.4
321,LaMelo Ball,2021-22,1,1,G,NA,NA,4.2,2.9,2.8,6.7,7.6,1.6,0.4,46.2,5.8,111,19.7,1.2,28.2
322,Mo Bamba,2021-22,0,1,C,NA,NA,2.7,1.5,0.8,8.1,1.2,0.5,1.7,56.3,4.5,113,16.5,5.9,17.2
323,Desmond Bane,2021-22,0,1,G,NA,NA,3.7,3.0,1.8,4.4,2.7,1.2,0.4,48.4,7.2,119,17.6,1.1,23.1
324,Harrison Barnes,2021-22,0,1,F,NA,NA,3.2,1.8,4.4,5.6,2.4,0.7,0.2,52.5,6.0,121,15.7,0.5,18.8
325,Scottie Barnes,2021-22,0,1,G,F,NA,5.4,0.8,2.1,7.5,3.5,1.1,0.7,54.300000000000004,6.6,116,16.3,2.1,19.0
326,RJ Barrett,2021-22,0,1,G,F,NA,5.0,2.0,4.1,5.8,3.0,0.6,0.2,44.2,2.3,103,13.7,0.7,27.6
327,Will Barton,2021-22,0,1,G,NA,NA,3.3,2.2,1.4,4.8,3.9,0.8,0.4,50.4,3.2,108,13.4,1.2,20.8
328,Nicolas Batum,2021-22,0,1,F,G,NA,1.2,1.8,0.4,4.3,1.7,1.0,0.7,60.699999999999996,3.7,118,13.5,2.4,13.3
329,Darius Bazley,2021-22,0,1,F,NA,NA,2.8,1.2,1.7,6.3,1.4,0.8,1.0,51.1,1.8,101,12.6,3.4,18.3
330,Bradley Beal,2021-22,0,1,G,NA,NA,7.1,1.6,4.2,4.7,6.6,0.9,0.4,50.8,1.4,106,17.5,0.9,30.8
331,Patrick Beverley,2021-22,0,1,G,NA,NA,1.6,1.4,1.7,4.1,4.6,1.2,0.9,48.5,4.1,119,14.8,3.4,16.1
332,Saddiq Bey,2021-22,0,1,F,NA,NA,2.9,2.6,2.6,5.4,2.8,0.9,0.2,45.4,4.0,110,14.0,0.5,21.3
333,Bojan Bogdanović,2021-22,0,1,G,F,NA,3.5,2.6,3.2,4.3,1.7,0.5,0.0,52.400000000000006,5.2,116,15.7,0.0,23.7
334,Devin Booker,2021-22,1,1,G,NA,first,7.0,2.7,4.6,5.0,4.8,1.1,0.4,50.8,7.6,113,21.3,1.0,32.0
335,Avery Bradley,2021-22,0,1,G,NA,NA,1.1,1.3,0.3,2.2,0.8,0.9,0.1,47.099999999999994,1.2,106,7.8,0.6,12.1
336,Mikal Bridges,2021-22,0,1,F,G,NA,4.2,1.4,1.6,4.2,2.3,1.2,0.4,62.8,8.9,125,14.4,1.1,15.0
337,Miles Bridges,2021-22,0,1,G,F,NA,5.5,1.9,3.3,7.0,3.8,0.9,0.8,59.0,7.2,117,17.9,2.2,22.6
338,Malcolm Brogdon,2021-22,0,1,G,NA,NA,5.1,1.6,4.0,5.1,5.9,0.8,0.4,51.800000000000004,2.7,116,18.0,1.0,24.6
339,Bruce Brown,2021-22,0,1,G,F,NA,3.0,0.5,1.3,4.8,2.1,1.1,0.7,52.900000000000006,4.8,121,15.0,2.6,15.0
340,Jaylen Brown,2021-22,0,1,F,G,NA,6.2,2.5,3.7,6.1,3.5,1.1,0.3,54.400000000000006,5.8,109,18.9,0.7,30.5
341,Jalen Brunson,2021-22,0,1,G,NA,NA,5.2,1.2,2.3,3.9,4.8,0.8,0.0,54.50000000000001,7.5,118,17.1,0.1,21.9
342,Reggie Bullock,2021-22,0,1,G,F,NA,0.9,2.1,0.6,3.5,1.2,0.6,0.2,55.00000000000001,3.2,111,9.2,0.7,13.3
343,Alec Burks,2021-22,0,1,G,NA,NA,1.6,1.9,2.7,4.9,3.0,1.0,0.3,37.8,6.1,117,13.7,1.1,17.7
344,Jimmy Butler,2021-22,1,1,F,G,NA,6.5,0.5,6.9,5.9,5.5,1.6,0.5,52.0,9.2,124,23.6,1.5,26.5
345,Kentavious Caldwell-Pope,2021-22,0,1,G,NA,NA,2.6,2.1,1.8,3.4,1.9,1.1,0.3,48.0,2.8,109,12.6,0.9,19.0
346,Clint Capela,2021-22,0,1,C,NA,NA,5.0,0.0,1.1,11.9,1.2,0.7,1.3,61.4,8.3,132,21.4,4.1,15.5
347,Wendell Carter Jr.,2021-22,0,1,C,NA,NA,4.7,1.1,2.3,10.5,2.8,0.6,0.7,61.5,5.0,115,18.4,2.1,20.9
348,John Collins,2021-22,0,1,F,NA,NA,5.1,1.2,2.5,7.8,1.8,0.6,1.0,58.8,5.1,122,18.7,3.0,20.5
349,Mike Conley,2021-22,0,1,G,NA,NA,2.4,2.3,1.8,3.0,5.3,1.3,0.3,46.400000000000006,6.7,120,17.2,0.9,20.9
