,player,season,as,played_for,pos_1,pos_2,all_nba_team_label,2p,3p,ft,trb,ast,stl,blk,2p%,ws,ortg,per,blk%,usg%
4511,A.C. Green,1993-94,0,1,F,C,NA,5.6,0.1,3.2,9.2,1.7,0.9,0.5,51.300000000000004,9.3,120,17.0,0.8,17.6
4512,Tom Gugliotta,1993-94,0,1,F,NA,NA,6.4,0.5,2.7,9.3,3.5,2.2,0.7,49.5,3.8,101,17.9,1.1,23.7
4513,Penny Hardaway,1993-94,0,1,G,F,NA,5.6,0.6,3.0,5.4,6.6,2.3,0.6,50.7,7.1,107,17.4,1.1,21.7
4514,Derek Harper,1993-94,0,2,G,NA,NA,2.8,0.9,1.4,1.7,4.1,1.5,0.1,42.5,4.0,102,12.3,0.3,18.6
4515,Ron Harper,1993-94,0,1,G,F,NA,6.6,0.9,4.0,6.1,4.6,1.9,0.7,45.300000000000004,2.9,99,15.7,1.1,25.5
4516,Hersey Hawkins,1993-94,0,1,G,NA,NA,3.9,1.0,3.8,4.6,2.6,1.6,0.3,50.8,6.5,113,15.6,0.5,18.9
4517,Jeff Hornacek,1993-94,0,2,G,NA,NA,5.0,0.9,3.3,3.5,5.2,1.6,0.2,50.5,6.9,112,16.7,0.3,20.2
4518,Robert Horry,1993-94,0,1,F,NA,NA,3.4,0.5,1.4,5.4,2.9,1.5,0.9,49.1,5.9,104,14.2,2.0,17.0
4519,Jim Jackson,1993-94,0,1,G,NA,NA,7.6,0.2,3.5,4.7,4.6,1.1,0.3,45.2,0.6,97,14.4,0.6,26.5
4520,Mark Jackson,1993-94,0,1,G,NA,NA,3.7,0.5,2.1,4.4,8.6,1.5,0.1,48.8,4.1,107,14.8,0.1,16.1
4521,Avery Johnson,1993-94,0,1,G,NA,NA,4.3,0.0,2.2,2.1,5.3,1.4,0.1,50.0,4.1,108,13.9,0.2,17.8
4522,Kevin Johnson,1993-94,1,1,G,NA,second,7.0,0.1,5.7,2.5,9.5,1.9,0.1,49.4,8.7,116,20.6,0.3,24.3
4523,Larry Johnson,1993-94,0,1,F,NA,NA,6.7,0.1,2.7,8.8,3.6,0.6,0.3,52.400000000000006,3.9,110,16.8,0.5,21.2
4524,Popeye Jones,1993-94,0,1,F,NA,NA,2.4,0.0,1.0,7.5,1.2,0.8,0.4,48.0,3.6,111,14.1,1.2,13.1
4525,Shawn Kemp,1993-94,1,1,F,C,second,6.7,0.0,4.6,10.8,2.6,1.8,2.1,54.0,11.7,112,22.9,4.6,24.2
4526,Jon Koncak,1993-94,0,1,C,F,NA,1.9,0.0,0.3,4.5,1.2,0.8,1.5,43.4,3.8,102,9.9,4.5,10.1
4527,Christian Laettner,1993-94,0,1,F,C,NA,5.6,0.1,5.4,8.6,4.4,1.2,1.2,45.5,4.1,102,16.8,2.3,24.4
4528,Eric Leckner,1993-94,0,1,C,F,NA,2.0,0.0,1.2,4.0,1.2,0.3,0.5,48.9,0.9,98,10.4,1.8,16.0
4529,Fat Lever,1993-94,0,1,G,NA,NA,2.5,0.3,0.9,3.5,2.6,2.0,0.2,41.6,2.9,102,13.2,0.5,15.0
4530,Grant Long,1993-94,0,1,F,NA,NA,4.3,0.0,2.7,7.2,2.5,1.3,0.4,44.9,5.1,108,13.9,0.8,17.7
4531,Luc Longley,1993-94,0,2,C,NA,NA,2.9,0.0,1.2,5.7,1.4,0.6,1.0,47.199999999999996,2.2,98,13.5,3.4,18.7
4532,George Lynch,1993-94,0,1,F,NA,NA,4.1,0.0,1.4,5.8,1.4,1.4,0.4,51.2,3.9,110,16.1,1.0,17.5
4533,Don MacLean,1993-94,0,1,F,NA,NA,6.9,0.0,4.4,6.2,2.1,0.6,0.3,50.9,5.6,113,17.8,0.6,23.4
4534,Dan Majerle,1993-94,0,1,G,F,NA,3.6,2.4,2.2,4.4,3.4,1.6,0.5,44.7,7.3,113,13.7,0.8,18.0
4535,Jeff Malone,1993-94,0,2,G,NA,NA,6.7,0.1,2.7,2.6,1.6,0.5,0.1,48.5,4.2,108,13.5,0.1,21.9
4536,Karl Malone,1993-94,1,1,F,NA,first,9.3,0.1,6.2,11.5,4.0,1.5,1.5,50.3,13.4,111,22.9,2.6,28.0
4537,Danny Manning,1993-94,1,2,F,C,NA,8.6,0.0,3.4,6.8,3.8,1.5,1.2,49.2,3.5,100,16.4,2.0,26.3
4538,Jamal Mashburn,1993-94,0,1,F,NA,NA,6.0,1.1,3.9,4.5,3.4,1.1,0.2,44.0,0.9,97,13.2,0.3,26.6
4539,Vernon Maxwell,1993-94,0,1,G,NA,NA,3.5,1.6,1.9,3.1,5.1,1.7,0.3,45.4,3.5,98,12.5,0.5,21.4
4540,Derrick McKey,1993-94,0,1,F,C,NA,4.6,0.1,2.5,5.3,4.3,1.5,0.6,51.0,5.0,103,13.3,1.3,17.6
4541,Reggie Miller,1993-94,0,1,G,F,NA,5.1,1.6,5.1,2.7,3.1,1.5,0.3,53.5,11.7,123,20.2,0.6,23.5
4542,Terry Mills,1993-94,0,1,F,NA,NA,7.1,0.3,2.3,8.4,2.2,0.8,0.8,52.300000000000004,6.3,110,17.7,1.5,22.2
4543,Alonzo Mourning,1993-94,1,1,C,F,NA,7.1,0.0,7.2,10.2,1.4,0.5,3.1,50.7,6.3,109,21.7,5.7,27.3
4544,Chris Mullin,1993-94,0,1,F,G,NA,5.7,0.9,2.7,5.6,5.1,1.7,0.9,49.4,4.7,106,15.8,1.4,20.3
4545,Eric Murdock,1993-94,0,1,G,NA,NA,5.0,0.8,2.9,3.2,6.7,2.4,0.1,47.9,7.2,111,20.3,0.3,23.1
4546,Dikembe Mutombo,1993-94,0,1,C,NA,NA,4.5,0.0,3.1,11.8,1.5,0.7,4.1,56.89999999999999,9.4,108,17.9,7.4,15.6
4547,Pete Myers,1993-94,0,1,G,F,NA,3.0,0.1,1.7,2.2,3.0,1.0,0.2,46.5,3.0,101,10.6,0.7,16.9
4548,Ken Norman,1993-94,0,1,F,NA,NA,4.3,0.8,1.1,6.1,2.7,0.7,0.6,47.8,1.9,100,12.6,1.2,19.6
4549,Charles Oakley,1993-94,1,1,F,C,NA,4.4,0.0,3.0,11.8,2.7,1.3,0.2,48.0,10.5,110,15.3,0.4,16.3
4550,Hakeem Olajuwon,1993-94,1,1,C,NA,first,11.1,0.1,4.9,11.9,3.6,1.6,3.7,52.900000000000006,14.3,109,25.3,5.7,29.8
4551,Shaquille O'Neal,1993-94,1,1,C,NA,third,11.8,0.0,5.8,13.2,2.4,0.9,2.9,60.0,16.9,120,28.5,4.5,29.0
4552,Billy Owens,1993-94,0,1,F,G,NA,6.2,0.0,2.5,8.1,4.1,1.1,0.8,51.2,5.7,106,15.6,1.3,20.0
4553,Robert Parish,1993-94,0,1,C,NA,NA,4.8,0.0,2.1,7.3,1.1,0.6,1.3,49.1,4.0,105,16.1,3.0,20.2
4554,Gary Payton,1993-94,1,1,G,NA,third,6.9,0.2,2.0,3.3,6.0,2.3,0.2,51.5,9.3,111,17.8,0.5,21.6
4555,Sam Perkins,1993-94,0,1,F,C,NA,3.0,1.2,2.7,4.5,1.4,0.8,0.4,47.5,7.0,115,14.9,1.0,19.8
4556,Tim Perry,1993-94,0,1,F,C,NA,2.5,0.9,1.3,5.1,1.2,0.8,1.0,46.800000000000004,2.6,104,11.5,2.1,14.6
4557,Chuck Person,1993-94,0,1,F,NA,NA,3.3,1.3,1.1,3.3,2.4,0.6,0.2,44.800000000000004,1.2,99,11.7,0.4,21.8
4558,Bobby Phills,1993-94,0,1,G,NA,NA,3.3,0.0,1.6,2.9,1.8,0.9,0.2,48.0,3.5,109,14.1,0.5,18.9
4559,Scottie Pippen,1993-94,1,1,F,G,first,7.8,0.9,3.8,8.7,5.6,2.9,0.8,52.2,11.2,109,23.2,1.4,27.1
4560,Olden Polynice,1993-94,0,2,C,F,NA,5.1,0.0,1.4,11.9,0.6,0.6,1.0,52.400000000000006,5.1,112,14.9,1.8,14.8
4561,Mark Price,1993-94,1,1,G,NA,third,4.8,1.6,3.1,3.0,7.8,1.4,0.1,51.1,10.0,118,22.7,0.3,24.6
4562,Dino Radja,1993-94,0,1,F,C,NA,6.1,0.0,2.8,7.2,1.4,0.9,0.8,52.2,5.9,110,18.2,1.8,23.0
4563,Glen Rice,1993-94,0,1,F,NA,NA,6.6,1.6,3.1,5.4,2.3,1.4,0.4,49.4,10.2,116,18.5,0.7,24.1
4564,Mitch Richmond,1993-94,1,1,G,NA,second,6.5,1.6,5.5,3.7,4.0,1.3,0.2,45.5,6.4,109,17.7,0.4,27.2
4565,Isaiah Rider,1993-94,0,1,G,NA,NA,5.9,0.7,2.7,4.0,2.6,0.7,0.4,48.5,1.7,100,14.2,0.7,26.2
4566,Clifford Robinson,1993-94,1,1,F,C,NA,7.7,0.2,4.3,6.7,1.9,1.4,1.4,46.5,7.5,107,17.4,2.5,25.4
4567,David Robinson,1993-94,1,1,C,NA,second,10.4,0.1,8.7,10.7,4.8,1.7,3.3,51.0,20.0,119,30.7,5.4,32.0
4568,Dennis Rodman,1993-94,0,1,F,NA,NA,1.9,0.1,0.7,17.3,2.3,0.7,0.4,56.3,8.7,116,13.4,0.7,7.1
4569,Bryon Russell,1993-94,0,1,F,NA,NA,2.0,0.0,0.9,2.7,0.8,1.0,0.3,51.800000000000004,2.1,101,11.1,1.2,14.9
4570,John Salley,1993-94,0,1,F,C,NA,2.7,0.0,2.2,5.4,1.8,0.7,1.0,47.599999999999994,4.8,113,13.0,2.8,14.2
4571,Detlef Schrempf,1993-94,0,1,F,C,NA,5.2,0.3,3.7,5.6,3.4,0.9,0.1,50.7,8.4,114,14.9,0.2,19.6
4572,Dennis Scott,1993-94,0,1,F,NA,NA,2.8,1.9,1.5,2.7,2.6,1.0,0.4,40.8,5.0,111,14.1,0.9,20.8
4573,Rony Seikaly,1993-94,0,1,C,NA,NA,5.4,0.0,4.2,10.3,1.9,0.8,1.4,48.9,6.7,108,17.1,2.9,21.2
4574,Brian Shaw,1993-94,0,1,G,NA,NA,2.7,0.9,0.8,4.5,5.0,0.9,0.3,45.5,3.2,103,13.4,0.7,18.6
4575,Lionel Simmons,1993-94,0,1,F,G,NA,5.7,0.1,3.3,7.5,4.1,1.4,0.7,43.9,3.8,102,14.8,1.2,20.6
4576,Scott Skiles,1993-94,0,1,G,NA,NA,2.5,0.8,2.4,2.3,6.1,0.6,0.0,43.4,4.4,111,13.1,0.1,17.3
4577,Doug Smith,1993-94,0,1,F,NA,NA,3.7,0.0,1.3,4.4,1.5,1.0,0.5,43.8,2.3,101,13.5,1.5,20.8
4578,Kenny Smith,1993-94,0,1,G,NA,NA,3.2,1.1,1.7,1.8,4.2,0.8,0.1,51.300000000000004,6.1,114,14.2,0.1,18.1
4579,Steve Smith,1993-94,0,1,G,NA,NA,5.1,1.2,3.5,4.5,5.1,1.1,0.4,49.1,8.1,114,17.2,0.9,22.1
4580,Rik Smits,1993-94,0,1,C,NA,NA,6.3,0.0,3.1,6.2,2.0,0.6,1.1,53.5,7.8,113,19.7,2.6,25.0
4581,Elmore Spencer,1993-94,0,1,C,NA,NA,3.8,0.0,1.3,5.5,1.0,0.4,1.7,53.5,0.6,93,10.7,4.0,16.7
4582,Felton Spencer,1993-94,0,1,C,NA,NA,3.2,0.0,2.1,8.3,0.5,0.5,0.8,50.5,4.7,105,11.7,2.1,15.1
4583,Latrell Sprewell,1993-94,1,1,G,NA,first,5.8,1.7,4.3,4.9,4.7,2.2,0.9,46.0,8.0,108,15.9,1.3,21.5
4584,John Starks,1993-94,1,1,G,NA,NA,5.0,1.9,3.2,3.1,5.9,1.6,0.1,46.400000000000006,5.8,104,16.0,0.2,27.1
4585,Bryant Stith,1993-94,0,1,G,NA,NA,4.4,0.0,3.5,4.3,2.4,1.4,0.2,45.300000000000004,6.8,110,12.7,0.4,16.4
4586,John Stockton,1993-94,1,1,G,NA,first,5.0,0.6,3.3,3.1,12.6,2.4,0.3,56.99999999999999,13.2,121,22.5,0.5,19.1
4587,Rod Strickland,1993-94,0,1,G,NA,NA,6.4,0.0,4.3,4.5,9.0,1.8,0.3,48.6,9.3,113,19.8,0.5,22.0
4588,Isiah Thomas,1993-94,0,1,G,NA,NA,4.8,0.7,3.1,2.7,6.9,1.2,0.1,43.8,0.2,97,15.2,0.2,27.0
4589,Otis Thorpe,1993-94,0,1,F,C,NA,5.5,0.0,3.1,10.6,2.3,0.8,0.3,56.2,9.8,113,16.1,0.6,17.6
4590,Wayman Tisdale,1993-94,0,1,F,C,NA,7.0,0.0,2.7,7.1,1.8,0.5,0.7,50.1,5.4,109,15.8,1.3,22.2
4591,Jeff Turner,1993-94,0,1,F,C,NA,2.7,0.3,0.5,4.0,0.9,0.3,0.2,48.8,1.4,101,7.6,0.5,14.5
4592,Nick Van Exel,1993-94,0,1,G,NA,NA,3.6,1.5,1.9,2.9,5.8,1.0,0.1,42.3,3.4,106,13.6,0.2,19.9
4593,Loy Vaught,1993-94,0,1,F,NA,NA,5.0,0.0,1.7,8.7,1.0,1.0,0.3,54.1,5.5,113,16.0,0.6,17.0
4594,Clarence Weatherspoon,1993-94,0,1,F,NA,NA,7.3,0.0,3.6,10.1,2.3,1.2,1.4,48.699999999999996,6.0,105,18.1,2.2,22.5
4595,Chris Webber,1993-94,0,1,F,C,NA,7.5,0.0,2.5,9.1,3.6,1.2,2.2,55.900000000000006,7.8,110,21.7,4.1,23.7
4596,Spud Webb,1993-94,0,1,G,NA,NA,4.0,0.7,2.6,2.8,6.7,1.2,0.3,49.2,5.1,111,15.2,0.6,17.9
4597,Doug West,1993-94,0,1,G,F,NA,6.0,0.0,2.6,3.2,2.4,0.9,0.3,49.0,2.6,104,13.3,0.7,22.6
4598,Mark West,1993-94,0,1,C,F,NA,2.0,0.0,0.7,3.6,0.4,0.4,1.3,56.599999999999994,2.4,105,12.3,5.5,13.9
4599,Dominique Wilkins,1993-94,1,2,F,G,third,8.3,1.1,6.0,6.5,2.3,1.2,0.4,47.4,8.4,110,21.4,0.7,32.0
4600,Gerald Wilkins,1993-94,0,1,G,F,NA,4.4,1.0,2.4,3.7,3.1,1.3,0.5,47.4,6.8,111,14.9,0.9,19.7
4601,Buck Williams,1993-94,0,1,F,C,NA,3.6,0.0,2.5,10.4,1.0,0.7,0.6,55.60000000000001,7.9,121,14.0,1.1,11.8
4602,Hot Rod Williams,1993-94,0,1,F,C,NA,5.2,0.0,3.3,7.6,2.5,1.0,1.7,47.8,7.4,110,16.2,3.2,18.8
4603,Kevin Willis,1993-94,0,1,F,C,NA,7.7,0.1,3.4,12.0,1.9,1.0,0.5,50.1,10.2,110,19.4,0.9,24.1
4604,Micheal Williams,1993-94,0,1,G,NA,NA,4.3,0.1,4.7,3.1,7.2,1.7,0.3,47.4,5.6,111,18.0,0.7,21.1
4605,Reggie Williams,1993-94,0,1,F,G,NA,4.3,0.8,2.0,4.8,3.7,1.4,0.8,45.2,4.8,101,13.1,1.6,20.5
4606,David Wingate,1993-94,0,1,G,F,NA,2.6,0.1,0.7,2.7,2.1,0.8,0.1,48.699999999999996,1.0,101,10.8,0.4,15.2
4607,Haywoode Workman,1993-94,0,1,G,NA,NA,2.7,0.3,1.4,3.1,6.2,1.3,0.1,43.8,2.8,101,12.9,0.2,16.9
4608,Alaa Abdelnaby,1992-93,0,2,F,C,NA,3.3,0.0,1.2,4.5,0.4,0.3,0.3,51.9,2.0,104,13.2,1.2,20.5
4609,Mahmoud Abdul-Rauf,1992-93,0,1,G,NA,NA,7.0,0.9,2.7,2.8,4.2,1.0,0.1,46.5,5.1,107,15.6,0.2,25.5
4610,Michael Adams,1992-93,0,1,G,NA,NA,4.2,1.0,3.4,3.4,7.5,1.4,0.1,48.0,4.6,110,15.6,0.1,19.2
4611,Victor Alexander,1992-93,0,1,C,F,NA,4.6,0.1,1.5,5.8,1.3,0.5,0.7,51.800000000000004,3.0,107,14.3,1.9,20.0
4612,Kenny Anderson,1992-93,0,1,G,NA,NA,6.6,0.1,3.3,4.1,8.2,1.7,0.2,44.0,4.4,106,16.6,0.3,23.1
4613,Nick Anderson,1992-93,0,1,F,G,NA,6.4,1.1,3.8,6.0,3.4,1.6,0.7,47.099999999999994,7.7,109,17.3,1.2,24.5
4614,B.J. Armstrong,1992-93,0,1,G,NA,NA,4.2,0.8,1.6,1.8,4.0,0.8,0.1,50.8,7.5,123,14.7,0.2,16.8
4615,Stacey Augmon,1992-93,0,1,F,G,NA,5.4,0.0,3.1,3.9,2.3,1.2,0.2,50.4,3.7,109,15.2,0.5,21.2
4616,Anthony Avent,1992-93,0,1,F,NA,NA,4.2,0.0,1.4,6.2,1.1,0.7,0.9,43.4,0.3,93,10.2,2.1,19.1
4617,Charles Barkley,1992-93,1,1,F,NA,first,8.5,0.9,5.9,12.2,5.1,1.6,1.0,56.10000000000001,14.4,120,25.9,1.6,26.9
4618,Mookie Blaylock,1992-93,0,1,G,NA,NA,3.7,1.5,1.5,3.5,8.4,2.5,0.3,45.6,7.0,113,17.1,0.5,18.0
4619,Muggsy Bogues,1992-93,0,1,G,NA,NA,4.0,0.1,1.7,3.7,8.8,2.0,0.1,46.2,5.9,113,14.5,0.1,13.9
4620,Walter Bond,1992-93,0,1,G,NA,NA,3.0,0.1,1.7,2.6,1.6,1.0,0.2,42.1,-0.8,92,9.0,0.7,19.4
4621,Anthony Bowie,1992-93,0,1,G,F,NA,3.3,0.2,0.9,2.5,2.3,0.7,0.2,48.6,2.5,105,11.2,0.5,16.9
4622,Sam Bowie,1992-93,0,1,C,F,NA,3.6,0.0,1.8,7.0,1.6,0.4,1.6,45.1,4.3,104,13.2,3.8,16.8
4623,Frank Brickowski,1992-93,0,1,F,C,NA,6.8,0.1,3.0,6.1,3.0,1.2,0.7,55.300000000000004,3.7,106,17.0,1.4,23.9
4624,Dee Brown,1992-93,0,1,G,NA,NA,3.8,0.3,2.4,3.1,5.8,1.7,0.4,48.8,6.4,113,17.2,0.9,18.2
4625,Michael Cage,1992-93,0,1,F,C,NA,2.7,0.0,0.7,8.0,0.8,0.9,0.6,52.800000000000004,6.2,119,13.2,1.4,10.4
4626,Antoine Carr,1992-93,0,1,F,C,NA,5.3,0.0,2.5,5.5,1.4,0.5,1.2,54.1,5.5,113,16.1,2.8,20.3
4627,Bill Cartwright,1992-93,0,1,C,NA,NA,2.2,0.0,1.1,3.7,1.3,0.3,0.2,41.099999999999994,1.2,100,8.3,0.5,15.5
4628,Duane Causwell,1992-93,0,1,C,NA,NA,3.2,0.0,1.9,5.5,0.6,0.6,1.6,54.7,2.9,113,14.2,4.5,15.2
4629,Cedric Ceballos,1992-93,0,1,F,NA,NA,5.1,0.0,2.5,5.5,1.0,0.7,0.4,57.699999999999996,6.2,120,21.0,1.0,22.6
4630,Derrick Coleman,1992-93,0,1,F,C,third,7.1,0.3,5.5,11.2,3.6,1.2,1.7,48.0,9.5,110,21.2,2.9,25.8
4631,Bimbo Coles,1992-93,0,1,G,NA,NA,3.4,0.5,2.2,2.0,4.6,1.0,0.1,50.3,5.7,117,14.7,0.3,17.3
4632,Tyrone Corbin,1992-93,0,1,G,F,NA,4.7,0.0,2.2,6.3,2.1,1.3,0.4,50.6,6.7,114,14.4,0.8,16.3
4633,Brad Daugherty,1992-93,1,1,C,NA,NA,7.3,0.0,5.5,10.2,4.4,0.7,0.8,57.099999999999994,12.7,125,22.0,1.3,21.1
4634,Dale Davis,1992-93,0,1,F,C,NA,3.7,0.0,1.5,8.8,0.8,0.8,1.8,56.8,6.9,120,16.3,4.1,13.3
4635,Terry Davis,1992-93,0,1,F,C,NA,5.2,0.0,2.2,9.3,0.9,0.5,0.4,45.7,-0.1,97,11.7,0.7,19.0
4636,Todd Day,1992-93,0,1,G,F,NA,4.3,0.8,3.0,4.1,1.6,1.1,0.7,47.199999999999996,2.6,105,14.5,1.6,23.9
4637,Vlade Divac,1992-93,0,1,C,NA,NA,4.6,0.3,2.9,8.9,2.8,1.6,1.7,50.5,5.6,104,17.1,3.4,20.0
4638,Sherman Douglas,1992-93,0,1,G,NA,NA,3.3,0.1,1.1,2.1,6.4,0.6,0.1,51.5,2.6,106,13.5,0.3,17.0
4639,Clyde Drexler,1992-93,1,1,G,NA,NA,6.5,0.6,5.0,6.3,5.7,1.9,0.8,46.7,6.0,112,20.7,1.4,26.1
4640,Kevin Duckworth,1992-93,0,1,C,NA,NA,4.1,0.0,1.7,5.2,0.9,0.6,0.5,43.9,2.5,100,11.4,1.4,19.9
4641,Joe Dumars,1992-93,1,1,G,NA,second,7.3,1.5,4.5,1.9,4.0,1.0,0.1,48.9,9.1,118,17.6,0.1,24.5
4642,Mark Eaton,1992-93,0,1,C,NA,NA,1.1,0.0,0.5,4.1,0.3,0.3,1.2,54.6,1.9,107,8.7,4.6,7.6
4643,Blue Edwards,1992-93,0,1,G,F,NA,6.3,0.5,2.9,4.7,2.6,1.6,0.5,52.900000000000006,5.7,110,16.4,1.1,21.8
4644,Craig Ehlo,1992-93,0,1,G,F,NA,3.6,1.1,1.0,4.9,3.1,1.3,0.3,54.0,6.2,111,14.2,0.5,16.7
4645,Sean Elliott,1992-93,1,1,F,NA,NA,5.9,0.5,3.8,4.6,3.8,1.0,0.4,50.9,6.1,112,15.5,0.7,20.6
4646,Dale Ellis,1992-93,0,1,G,F,NA,5.2,1.5,1.9,3.8,1.3,1.0,0.2,53.6,6.4,113,15.0,0.4,20.8
4647,LaPhonso Ellis,1992-93,0,1,F,NA,NA,5.9,0.0,2.9,9.1,1.8,0.9,1.4,50.9,8.0,113,16.6,2.4,18.5
4648,Pervis Ellison,1992-93,0,1,F,C,NA,7.0,0.0,3.5,8.8,2.4,0.9,2.2,52.400000000000006,3.9,109,18.5,3.9,21.8
4649,Patrick Ewing,1992-93,1,1,C,F,second,9.6,0.0,4.9,12.1,1.9,0.9,2.0,50.4,10.6,105,20.8,3.6,29.7
4650,Kevin Gamble,1992-93,0,1,F,G,NA,5.0,0.6,1.5,3.0,2.8,1.0,0.5,53.1,6.6,117,15.1,0.9,18.0
4651,Kendall Gill,1992-93,0,1,G,NA,NA,6.5,0.2,3.2,4.9,3.9,1.4,0.5,46.0,2.9,103,14.0,0.8,22.6
4652,Harvey Grant,1992-93,0,1,F,NA,NA,7.8,0.0,3.0,5.7,2.8,1.0,0.6,49.1,5.0,110,16.1,1.0,21.9
4653,Horace Grant,1992-93,0,1,F,C,NA,5.5,0.0,2.3,9.5,2.6,1.2,1.2,51.0,9.1,118,17.5,2.3,16.7
4654,A.C. Green,1992-93,0,1,F,C,NA,4.4,0.2,3.4,8.7,1.4,1.1,0.5,55.00000000000001,8.6,123,16.3,0.9,15.0
4655,Tom Gugliotta,1992-93,0,1,F,NA,NA,5.5,0.5,2.2,9.6,3.8,1.7,0.4,44.6,1.6,95,14.6,0.8,22.6
4656,Tim Hardaway,1992-93,1,1,G,NA,third,6.4,1.5,4.1,4.0,10.6,1.8,0.2,48.9,7.5,114,19.7,0.3,24.3
4657,Derek Harper,1992-93,0,1,G,NA,NA,4.7,1.6,3.9,2.0,5.4,1.3,0.3,42.8,2.7,109,15.9,0.5,23.5
4658,Ron Harper,1992-93,0,1,G,F,NA,6.1,0.7,3.8,5.3,4.5,2.2,0.9,48.199999999999996,6.0,105,16.1,1.6,22.2
4659,Hersey Hawkins,1992-93,0,1,G,NA,NA,5.3,1.5,5.2,4.3,3.9,1.7,0.4,49.6,8.5,117,18.3,0.6,22.2
4660,Tyrone Hill,1992-93,0,1,F,NA,NA,3.4,0.0,1.9,10.2,0.9,0.6,0.5,51.2,4.9,114,12.9,1.2,13.5
4661,Jeff Hornacek,1992-93,0,1,G,NA,NA,6.1,1.2,3.2,4.3,6.9,1.7,0.3,49.0,6.3,110,18.2,0.4,23.5
4662,Robert Horry,1992-93,0,1,F,NA,NA,3.9,0.2,1.8,5.0,2.4,1.0,1.1,49.0,3.6,101,12.1,2.2,17.5
4663,Mark Jackson,1992-93,0,1,G,NA,NA,5.3,0.3,2.9,4.7,8.8,1.7,0.1,50.6,7.9,114,16.6,0.2,17.1
4664,Avery Johnson,1992-93,0,1,G,NA,NA,3.4,0.0,1.9,1.9,7.5,1.1,0.2,51.0,5.2,114,15.8,0.5,15.9
4665,Kevin Johnson,1992-93,0,1,G,NA,NA,5.7,0.0,4.6,2.1,7.8,1.7,0.4,50.4,5.1,115,18.1,0.7,21.0
4666,Larry Johnson,1992-93,1,1,F,NA,second,8.7,0.2,4.1,10.5,4.3,0.6,0.3,54.0,9.6,115,18.9,0.5,22.4
4667,Michael Jordan,1992-93,1,1,G,F,first,11.7,1.0,6.1,6.7,5.5,2.8,0.8,51.4,17.2,119,29.7,1.3,34.7
4668,Shawn Kemp,1992-93,1,1,F,C,NA,6.6,0.0,4.6,10.7,2.0,1.5,1.9,49.4,9.1,110,20.4,3.8,24.2
4669,Jerome Kersey,1992-93,0,1,F,NA,NA,4.2,0.1,1.8,6.2,1.9,1.2,0.6,44.5,3.4,102,13.7,1.5,19.3
4670,Jon Koncak,1992-93,0,1,C,F,NA,1.6,0.0,0.3,5.5,1.8,1.0,1.3,46.7,3.1,108,9.2,3.2,7.1
4671,Christian Laettner,1992-93,0,1,F,C,NA,6.2,0.0,5.7,8.7,2.8,1.3,1.0,48.9,5.0,105,17.3,1.9,24.9
4672,Bill Laimbeer,1992-93,0,1,C,NA,NA,3.6,0.1,1.2,5.3,1.6,0.6,0.5,51.6,5.4,118,14.3,1.3,15.1
4673,Andrew Lang,1992-93,0,1,C,NA,NA,2.0,0.0,1.2,6.0,1.1,0.6,1.9,42.8,1.7,98,9.3,4.5,11.1
4674,Reggie Lewis,1992-93,0,1,G,F,NA,8.1,0.2,4.1,4.3,3.7,1.5,1.0,48.1,8.3,112,17.4,1.5,23.6
4675,Grant Long,1992-93,0,1,F,NA,NA,5.1,0.1,3.4,7.5,2.4,1.4,0.4,47.599999999999994,6.5,112,14.7,0.8,18.0
4676,Dan Majerle,1992-93,1,1,G,F,NA,4.2,2.0,2.5,4.7,3.8,1.7,0.4,52.0,9.8,120,15.4,0.6,17.3
4677,Jeff Malone,1992-93,0,1,G,NA,NA,7.5,0.0,3.0,2.2,1.6,0.5,0.1,49.5,3.6,107,13.7,0.1,24.4
4678,Karl Malone,1992-93,1,1,F,NA,first,9.7,0.0,7.5,11.2,3.8,1.5,1.0,55.7,15.4,120,26.2,1.8,28.4
4679,Danny Manning,1992-93,1,1,F,C,NA,8.8,0.1,4.9,6.6,2.6,1.4,1.3,51.4,7.9,110,19.6,2.3,27.2
4680,Vernon Maxwell,1992-93,0,1,G,NA,NA,3.2,1.7,2.3,3.1,4.2,1.2,0.1,46.1,3.9,104,13.4,0.2,21.5
4681,Derrick McKey,1992-93,0,1,F,C,NA,4.5,0.5,2.9,4.2,2.6,1.4,0.8,51.9,6.6,113,15.0,1.6,18.3
4682,Reggie Miller,1992-93,0,1,G,F,NA,4.9,2.0,5.2,3.1,3.2,1.5,0.3,52.2,11.3,125,19.4,0.6,22.2
4683,Terry Mills,1992-93,0,1,F,NA,NA,6.0,0.1,2.5,5.8,1.4,0.5,0.6,46.7,3.8,105,15.5,1.5,26.0
4684,Chris Morris,1992-93,0,1,F,NA,NA,5.4,0.2,2.6,5.9,1.4,1.9,0.7,50.4,7.2,112,17.8,1.4,20.7
4685,Alonzo Mourning,1992-93,0,1,C,F,NA,7.3,0.0,6.3,10.3,1.0,0.3,3.5,51.300000000000004,8.2,112,20.8,5.8,25.5
4686,Chris Mullin,1992-93,1,1,F,G,NA,9.0,1.3,4.0,5.0,3.6,1.5,0.9,51.9,4.9,113,19.0,1.3,25.1
4687,Eric Murdock,1992-93,0,1,G,NA,NA,5.2,0.4,2.9,3.6,7.6,2.2,0.1,49.8,6.1,111,19.3,0.2,22.4
